Date,Time,Activity,Category,Productivity,Time Spent (seconds)
2026-03-21,11:00:35,VS Code,Software Development,2,940
2026-03-21,11:16:16,VS Code,Software Development,2,1168
2026-03-21,11:35:45,github.com,Software Development,2,1108
2026-03-21,11:54:13,terminal,Software Development,2,890
2026-03-21,12:09:03,VS Code,Software Development,2,533
2026-03-21,12:17:57,VS Code,Software Development,2,1156
2026-03-21,12:37:14,VS Code,Software Development,2,565
2026-03-21,12:46:40,VS Code,Software Development,2,341
2026-03-21,12:52:21,github.com,Software Development,2,162
2026-03-21,12:55:03,stackoverflow.com,Reference & Learning,1,188
2026-03-21,12:58:12,stackoverflow.com,Reference & Learning,1,94
2026-03-21,12:59:47,stackoverflow.com,Reference & Learning,1,128
2026-03-21,13:01:55,slack.com,Communication,0,257
2026-03-21,13:06:12,github.com,Software Development,2,312
2026-03-21,13:11:24,slack.com,Communication,0,180
2026-03-21,13:14:25,slack.com,Communication,0,306
2026-03-21,13:19:32,mail.google.com,Communication,0,135
2026-03-21,13:21:48,docs.google.com,Reference & Learning,1,276
2026-03-21,13:26:24,VS Code,Software Development,2,478
2026-03-21,13:34:23,VS Code,Software Development,2,1261
2026-03-21,13:55:24,VS Code,Software Development,2,1274
2026-03-21,14:16:39,VS Code,Software Development,2,1135
2026-03-21,14:35:34,VS Code,Software Development,2,321
2026-03-21,14:40:55,VS Code,Software Development,2,568
2026-03-21,14:50:24,VS Code,Software Development,2,737
2026-03-21,15:02:41,VS Code,Software Development,2,898
2026-03-21,15:17:40,VS Code,Software Development,2,1034
2026-03-21,15:34:54,VS Code,Software Development,2,713
2026-03-21,15:46:48,VS Code,Software Development,2,494
2026-03-21,15:55:02,terminal,Software Development,2,594
2026-03-21,16:04:56,VS Code,Software Development,2,1238
2026-03-21,16:25:35,VS Code,Software Development,2,1494
2026-03-21,16:50:29,github.com,Software Development,2,1407
2026-03-21,17:13:56,VS Code,Software Development,2,58
2026-03-21,17:14:54,stackoverflow.com,Reference & Learning,1,70
2026-03-21,17:16:04,docs.google.com,Reference & Learning,1,180
2026-03-21,17:19:05,stackoverflow.com,Reference & Learning,1,176
2026-03-21,17:22:01,twitter.com,Social Media,-2,181
2026-03-21,17:25:02,mail.google.com,Communication,0,87
2026-03-21,17:26:29,mail.google.com,Communication,0,256
2026-03-21,17:30:45,github.com,Software Development,2,318
2026-03-21,17:36:04,slack.com,Communication,0,55
2026-03-21,17:37:00,terminal,Software Development,2,165
2026-03-21,17:39:45,stackoverflow.com,Reference & Learning,1,231
2026-03-21,17:43:36,youtube.com,Entertainment,-2,180
2026-03-21,17:46:37,youtube.com,Entertainment,-2,253
2026-03-21,17:50:50,slack.com,Communication,0,140
2026-03-21,17:53:11,stackoverflow.com,Reference & Learning,1,162
2026-03-21,17:55:53,twitter.com,Social Media,-2,130
2026-03-21,17:58:03,terminal,Software Development,2,281
2026-03-21,18:02:45,VS Code,Software Development,2,649
2026-03-21,18:13:34,VS Code,Software Development,2,1421
2026-03-21,18:37:15,VS Code,Software Development,2,441
2026-03-21,18:44:37,VS Code,Software Development,2,1085
2026-03-21,19:02:42,github.com,Software Development,2,505
2026-03-21,19:11:08,VS Code,Software Development,2,634
2026-03-21,19:21:43,VS Code,Software Development,2,1467
2026-03-21,19:46:10,terminal,Software Development,2,1197
2026-03-21,20:06:07,VS Code,Software Development,2,573
2026-03-21,20:15:41,VS Code,Software Development,2,943
2026-03-21,20:31:24,terminal,Software Development,2,787
2026-03-21,20:44:32,slack.com,Communication,0,217
2026-03-21,20:48:10,slack.com,Communication,0,142
2026-03-21,20:50:32,slack.com,Communication,0,56
2026-03-21,20:51:29,mail.google.com,Communication,0,248
2026-03-21,20:55:38,stackoverflow.com,Reference & Learning,1,226
2026-03-21,20:59:25,docs.google.com,Reference & Learning,1,202
2026-03-21,21:02:47,mail.google.com,Communication,0,167
2026-03-21,21:05:34,slack.com,Communication,0,68
2026-03-21,21:06:43,docs.google.com,Reference & Learning,1,95
2026-03-21,21:08:18,mail.google.com,Communication,0,151
2026-03-21,21:10:50,terminal,Software Development,2,61
2026-03-21,21:11:52,stackoverflow.com,Reference & Learning,1,260
2026-03-21,21:16:12,mail.google.com,Communication,0,51
2026-03-21,21:17:03,docs.google.com,Reference & Learning,1,40
2026-03-21,21:17:44,docs.google.com,Reference & Learning,1,51
2026-03-21,21:18:35,VS Code,Software Development,2,149
2026-03-21,21:21:05,VS Code,Software Development,2,87
2026-03-21,21:22:32,terminal,Software Development,2,215
2026-03-21,21:26:07,mail.google.com,Communication,0,264
2026-03-21,21:30:31,github.com,Software Development,2,554
2026-03-21,21:39:46,VS Code,Software Development,2,349
2026-03-21,21:45:35,VS Code,Software Development,2,421
2026-03-21,21:52:37,stackoverflow.com,Reference & Learning,1,1060
2026-03-21,22:10:17,github.com,Software Development,2,465
2026-03-21,22:18:02,VS Code,Software Development,2,873
2026-03-21,22:32:36,VS Code,Software Development,2,486
2026-03-21,22:40:42,VS Code,Software Development,2,1212
2026-03-21,23:00:54,VS Code,Software Development,2,1326
2026-03-21,23:23:01,VS Code,Software Development,2,1320
2026-03-22,18:27:37,terminal,Software Development,2,768
2026-03-22,18:40:25,terminal,Software Development,2,944
2026-03-22,18:56:09,VS Code,Software Development,2,866
2026-03-22,19:10:36,VS Code,Software Development,2,832
2026-03-22,19:24:28,VS Code,Software Development,2,1074
2026-03-22,19:42:23,VS Code,Software Development,2,583
2026-03-22,19:52:07,VS Code,Software Development,2,1294
2026-03-22,20:13:41,stackoverflow.com,Reference & Learning,1,321
2026-03-22,20:19:02,VS Code,Software Development,2,753
2026-03-22,20:31:35,terminal,Software Development,2,1090
2026-03-22,20:49:46,VS Code,Software Development,2,300
2026-03-22,20:54:47,VS Code,Software Development,2,1063
2026-03-22,21:12:30,VS Code,Software Development,2,1384
2026-03-22,21:35:35,VS Code,Software Development,2,594
2026-03-23,04:24:49,slack.com,Communication,0,603
2026-03-23,04:34:53,VS Code,Software Development,2,362
2026-03-23,04:40:55,VS Code,Software Development,2,378
2026-03-23,04:47:14,VS Code,Software Development,2,703
2026-03-23,04:58:58,github.com,Software Development,2,1093
2026-03-23,05:17:11,VS Code,Software Development,2,569
2026-03-23,05:26:40,terminal,Software Development,2,597
2026-03-23,05:36:38,stackoverflow.com,Reference & Learning,1,816
2026-03-23,05:50:14,VS Code,Software Development,2,640
2026-03-23,06:00:55,VS Code,Software Development,2,909
2026-03-23,06:16:04,VS Code,Software Development,2,576
2026-03-23,06:25:41,github.com,Software Development,2,1378
2026-03-23,06:48:39,VS Code,Software Development,2,941
2026-03-23,07:04:20,VS Code,Software Development,2,952
2026-03-23,07:20:13,VS Code,Software Development,2,897
2026-03-23,07:35:10,VS Code,Software Development,2,996
2026-03-23,07:51:46,VS Code,Software Development,2,456
2026-03-23,07:59:23,VS Code,Software Development,2,412
2026-03-23,08:06:15,VS Code,Software Development,2,306
2026-03-23,08:11:21,github.com,Software Development,2,995
2026-03-23,08:27:57,github.com,Software Development,2,440
2026-03-23,08:35:17,VS Code,Software Development,2,507
2026-03-23,08:43:44,github.com,Software Development,2,1417
2026-03-23,09:07:22,VS Code,Software Development,2,825
2026-03-23,09:21:07,VS Code,Software Development,2,573
2026-03-23,09:30:40,VS Code,Software Development,2,575
2026-03-23,09:40:16,mail.google.com,Communication,0,404
2026-03-23,09:47:00,VS Code,Software Development,2,891
2026-03-23,10:01:52,github.com,Software Development,2,1027
2026-03-23,10:18:59,VS Code,Software Development,2,666
2026-03-23,10:30:06,VS Code,Software Development,2,1461
2026-03-23,10:54:27,VS Code,Software Development,2,631
2026-03-23,11:04:59,VS Code,Software Development,2,1419
2026-03-23,11:28:39,VS Code,Software Development,2,826
2026-03-23,11:42:25,stackoverflow.com,Reference & Learning,1,1328
2026-03-23,12:04:33,github.com,Software Development,2,468
2026-03-23,12:12:22,VS Code,Software Development,2,1361
2026-03-23,12:35:04,VS Code,Software Development,2,1001
2026-03-23,12:51:46,terminal,Software Development,2,1406
2026-03-23,13:15:12,VS Code,Software Development,2,1138
2026-03-23,13:34:11,VS Code,Software Development,2,1451
2026-03-23,13:58:22,terminal,Software Development,2,974
2026-03-23,14:14:36,github.com,Software Development,2,316
2026-03-23,14:19:53,VS Code,Software Development,2,455
2026-03-23,14:27:29,terminal,Software Development,2,1190
2026-03-23,14:47:20,github.com,Software Development,2,791
2026-03-23,15:00:31,VS Code,Software Development,2,1325
2026-03-23,15:22:37,terminal,Software Development,2,776
2026-03-23,15:35:33,terminal,Software Development,2,970
2026-03-23,15:51:43,terminal,Software Development,2,1188
2026-03-23,16:11:31,VS Code,Software Development,2,978
2026-03-23,16:27:50,github.com,Software Development,2,672
2026-03-23,16:39:02,VS Code,Software Development,2,997
2026-03-23,16:55:39,terminal,Software Development,2,348
2026-03-23,17:01:28,VS Code,Software Development,2,498
2026-03-23,17:09:47,VS Code,Software Development,2,1310
2026-03-23,17:31:37,VS Code,Software Development,2,1114
2026-03-23,17:50:12,github.com,Software Development,2,814
2026-03-23,18:03:47,VS Code,Software Development,2,1156
2026-03-23,18:23:03,VS Code,Software Development,2,1062
2026-03-23,18:40:46,VS Code,Software Development,2,787
2026-03-23,18:53:53,VS Code,Software Development,2,1075
2026-03-23,19:11:48,VS Code,Software Development,2,781
2026-03-23,19:24:50,VS Code,Software Development,2,749
2026-03-23,19:37:19,VS Code,Software Development,2,1064
2026-03-23,19:55:03,terminal,Software Development,2,1065
2026-03-23,20:12:48,terminal,Software Development,2,1351
2026-03-23,20:35:19,VS Code,Software Development,2,913
2026-03-23,20:50:33,VS Code,Software Development,2,1065
2026-03-23,21:08:18,VS Code,Software Development,2,899
2026-03-23,21:23:18,terminal,Software Development,2,1241
2026-03-23,21:44:00,VS Code,Software Development,2,657
2026-03-23,21:54:57,VS Code,Software Development,2,552
2026-03-23,22:04:10,stackoverflow.com,Reference & Learning,1,321
2026-03-23,22:09:31,VS Code,Software Development,2,648
2026-03-23,22:20:19,VS Code,Software Development,2,481
2026-03-23,22:28:21,VS Code,Software Development,2,707
2026-03-23,22:40:09,VS Code,Software Development,2,599
2026-03-23,22:50:09,VS Code,Software Development,2,464
2026-03-23,22:57:53,github.com,Software Development,2,762
2026-03-23,23:10:36,VS Code,Software Development,2,964
2026-03-23,23:26:41,VS Code,Software Development,2,938
2026-03-23,23:42:19,VS Code,Software Development,2,1211
2026-03-24,00:02:31,VS Code,Software Development,2,1373
2026-03-24,00:25:24,VS Code,Software Development,2,886
2026-03-24,00:40:11,VS Code,Software Development,2,747
2026-03-24,00:52:39,VS Code,Software Development,2,1433
2026-03-24,01:16:32,slack.com,Communication,0,464
2026-03-24,01:24:17,VS Code,Software Development,2,361
2026-03-24,01:30:18,VS Code,Software Development,2,904
2026-03-24,01:45:22,VS Code,Software Development,2,1430
2026-03-24,02:09:13,VS Code,Software Development,2,776
2026-03-24,02:22:09,VS Code,Software Development,2,1344
2026-03-24,02:44:34,stackoverflow.com,Reference & Learning,1,734
2026-03-24,02:56:48,terminal,Software Development,2,674
2026-03-24,03:08:02,VS Code,Software Development,2,1151
2026-03-24,03:27:14,VS Code,Software Development,2,1208
2026-03-24,03:47:22,github.com,Software Development,2,677
2026-03-24,03:58:39,VS Code,Software Development,2,1261
2026-03-24,04:19:40,VS Code,Software Development,2,543
2026-03-24,04:28:44,terminal,Software Development,2,1495
2026-03-24,04:53:40,VS Code,Software Development,2,386
2026-03-24,05:00:06,github.com,Software Development,2,803
2026-03-24,05:13:29,terminal,Software Development,2,796
2026-03-24,05:26:46,terminal,Software Development,2,1350
2026-03-24,05:49:16,stackoverflow.com,Reference & Learning,1,667
2026-03-24,06:00:24,slack.com,Communication,0,303
2026-03-24,06:05:27,mail.google.com,Communication,0,148
2026-03-24,06:07:55,VS Code,Software Development,2,161
2026-03-24,06:10:37,mail.google.com,Communication,0,229
2026-03-24,06:14:27,docs.google.com,Reference & Learning,1,104
2026-03-24,06:16:11,terminal,Software Development,2,173
2026-03-24,06:19:04,mail.google.com,Communication,0,143
2026-03-24,06:21:27,slack.com,Communication,0,300
2026-03-24,06:26:28,github.com,Software Development,2,312
2026-03-24,06:31:40,stackoverflow.com,Reference & Learning,1,69
2026-03-24,06:32:50,youtube.com,Entertainment,-2,243
2026-03-24,06:36:53,terminal,Software Development,2,160
2026-03-24,06:39:34,docs.google.com,Reference & Learning,1,52
2026-03-24,06:40:26,slack.com,Communication,0,132
2026-03-24,06:42:38,slack.com,Communication,0,329
2026-03-24,06:48:08,docs.google.com,Reference & Learning,1,226
2026-03-24,06:51:54,slack.com,Communication,0,146
2026-03-24,06:54:21,stackoverflow.com,Reference & Learning,1,281
2026-03-24,06:59:03,terminal,Software Development,2,209
2026-03-24,07:02:33,slack.com,Communication,0,50
2026-03-24,07:03:23,VS Code,Software Development,2,65
2026-03-24,07:04:29,slack.com,Communication,0,126
2026-03-24,07:06:35,mail.google.com,Communication,0,203
2026-03-24,07:09:59,youtube.com,Entertainment,-2,306
2026-03-24,07:15:05,youtube.com,Entertainment,-2,85
2026-03-24,07:16:31,twitter.com,Social Media,-2,246
2026-03-24,07:20:37,terminal,Software Development,2,254
2026-03-24,07:24:52,docs.google.com,Reference & Learning,1,283
2026-03-24,07:29:36,terminal,Software Development,2,1027
2026-03-24,07:46:43,VS Code,Software Development,2,396
2026-03-24,07:53:19,youtube.com,Entertainment,-2,1212
2026-03-24,08:13:32,VS Code,Software Development,2,424
2026-03-24,08:20:36,VS Code,Software Development,2,507
2026-03-24,08:29:04,terminal,Software Development,2,1164
2026-03-24,08:48:28,VS Code,Software Development,2,510
2026-03-24,08:56:58,terminal,Software Development,2,982
2026-03-24,09:13:21,VS Code,Software Development,2,796
2026-03-24,09:26:37,VS Code,Software Development,2,467
2026-03-24,09:34:24,github.com,Software Development,2,1111
2026-03-24,09:52:56,terminal,Software Development,2,851
2026-03-24,10:07:07,VS Code,Software Development,2,1390
2026-03-24,10:30:17,VS Code,Software Development,2,32
2026-03-24,10:30:49,twitter.com,Social Media,-2,128
2026-03-24,10:32:57,docs.google.com,Reference & Learning,1,201
2026-03-24,10:36:19,VS Code,Software Development,2,166
2026-03-24,10:39:05,youtube.com,Entertainment,-2,216
2026-03-24,10:42:41,mail.google.com,Communication,0,228
2026-03-24,10:46:29,slack.com,Communication,0,172
2026-03-24,10:49:22,mail.google.com,Communication,0,63
2026-03-24,10:50:26,stackoverflow.com,Reference & Learning,1,96
2026-03-24,10:52:02,terminal,Software Development,2,313
2026-03-24,10:57:15,VS Code,Software Development,2,99
2026-03-24,10:58:55,github.com,Software Development,2,139
2026-03-24,11:01:15,mail.google.com,Communication,0,150
2026-03-24,11:03:45,mail.google.com,Communication,0,248
2026-03-24,11:07:53,docs.google.com,Reference & Learning,1,264
2026-03-24,11:12:18,mail.google.com,Communication,0,134
2026-03-24,11:14:33,slack.com,Communication,0,124
2026-03-24,11:16:38,youtube.com,Entertainment,-2,110
2026-03-24,11:18:28,slack.com,Communication,0,211
2026-03-24,11:22:00,VS Code,Software Development,2,255
2026-03-24,11:26:16,github.com,Software Development,2,209
2026-03-24,11:29:45,stackoverflow.com,Reference & Learning,1,112
2026-03-24,11:31:37,youtube.com,Entertainment,-2,74
2026-03-24,11:32:52,twitter.com,Social Media,-2,260
2026-03-24,11:37:12,mail.google.com,Communication,0,56
2026-03-24,11:38:09,slack.com,Communication,0,327
2026-03-24,11:43:37,stackoverflow.com,Reference & Learning,1,81
2026-03-24,11:44:59,mail.google.com,Communication,0,153
2026-03-24,11:47:33,terminal,Software Development,2,120
2026-03-24,11:49:33,VS Code,Software Development,2,139
2026-03-24,11:51:53,stackoverflow.com,Reference & Learning,1,213
2026-03-24,11:55:26,docs.google.com,Reference & Learning,1,310
2026-03-24,12:00:36,slack.com,Communication,0,329
2026-03-24,12:06:06,mail.google.com,Communication,0,121
2026-03-24,12:08:07,slack.com,Communication,0,286
2026-03-24,12:12:53,mail.google.com,Communication,0,250
2026-03-24,12:17:04,mail.google.com,Communication,0,222
2026-03-24,12:20:46,docs.google.com,Reference & Learning,1,242
2026-03-24,12:24:48,slack.com,Communication,0,165
2026-03-24,12:27:34,terminal,Software Development,2,259
2026-03-24,12:31:54,VS Code,Software Development,2,1358
2026-03-24,12:54:32,VS Code,Software Development,2,1399
2026-03-24,13:17:52,VS Code,Software Development,2,1420
2026-03-24,13:41:33,VS Code,Software Development,2,492
2026-03-24,13:49:46,terminal,Software Development,2,530
2026-03-24,13:58:36,VS Code,Software Development,2,1320
2026-03-24,14:20:37,VS Code,Software Development,2,1218
2026-03-24,14:40:56,VS Code,Software Development,2,691
2026-03-24,14:52:27,terminal,Software Development,2,797
2026-03-24,15:05:44,VS Code,Software Development,2,812
2026-03-24,15:19:16,github.com,Software Development,2,415
2026-03-24,15:26:11,VS Code,Software Development,2,311
2026-03-24,15:31:23,VS Code,Software Development,2,1358
2026-03-24,15:54:01,VS Code,Software Development,2,374
2026-03-24,16:00:16,VS Code,Software Development,2,790
2026-03-24,16:13:27,github.com,Software Development,2,1239
2026-03-24,16:34:06,VS Code,Software Development,2,1389
2026-03-24,16:57:16,VS Code,Software Development,2,307
2026-03-24,17:02:23,slack.com,Communication,0,677
2026-03-24,17:13:40,VS Code,Software Development,2,1174
2026-03-24,17:33:15,VS Code,Software Development,2,429
2026-03-24,17:40:25,github.com,Software Development,2,1312
2026-03-24,18:02:17,terminal,Software Development,2,535
2026-03-24,18:11:13,VS Code,Software Development,2,785
2026-03-24,18:24:19,VS Code,Software Development,2,834
2026-03-24,18:38:14,github.com,Software Development,2,1051
2026-03-24,18:55:45,twitter.com,Social Media,-2,201
2026-03-24,18:59:07,github.com,Software Development,2,231
2026-03-24,19:02:58,slack.com,Communication,0,231
2026-03-24,19:06:50,stackoverflow.com,Reference & Learning,1,211
2026-03-24,19:10:21,mail.google.com,Communication,0,144
2026-03-24,19:12:46,slack.com,Communication,0,95
2026-03-24,19:14:21,twitter.com,Social Media,-2,222
2026-03-24,19:18:04,VS Code,Software Development,2,182
2026-03-24,19:21:06,mail.google.com,Communication,0,271
2026-03-24,19:25:38,VS Code,Software Development,2,241
2026-03-24,19:29:39,mail.google.com,Communication,0,87
2026-03-24,19:31:06,stackoverflow.com,Reference & Learning,1,295
2026-03-24,19:36:02,github.com,Software Development,2,221
2026-03-24,19:39:43,github.com,Software Development,2,36
2026-03-24,19:40:19,mail.google.com,Communication,0,264
2026-03-24,19:44:44,VS Code,Software Development,2,137
2026-03-24,19:47:02,docs.google.com,Reference & Learning,1,177
2026-03-24,19:49:59,stackoverflow.com,Reference & Learning,1,323
2026-03-24,19:55:23,github.com,Software Development,2,313
2026-03-24,20:00:36,slack.com,Communication,0,267
2026-03-24,20:05:04,VS Code,Software Development,2,1112
2026-03-24,20:23:36,github.com,Software Development,2,387
2026-03-24,20:30:04,VS Code,Software Development,2,1140
2026-03-24,20:49:05,VS Code,Software Development,2,349
2026-03-24,20:54:55,VS Code,Software Development,2,853
2026-03-24,21:09:08,VS Code,Software Development,2,1212
2026-03-24,21:29:21,VS Code,Software Development,2,1288
2026-03-24,21:50:50,github.com,Software Development,2,680
2026-03-24,22:02:10,VS Code,Software Development,2,1477
2026-03-24,22:26:47,VS Code,Software Development,2,991
2026-03-24,22:43:18,github.com,Software Development,2,1113
2026-03-24,23:01:52,VS Code,Software Development,2,480
2026-03-24,23:09:52,github.com,Software Development,2,820
2026-03-24,23:23:33,VS Code,Software Development,2,403
2026-03-24,23:30:17,VS Code,Software Development,2,1371
2026-03-24,23:53:08,terminal,Software Development,2,713
2026-03-25,00:05:01,stackoverflow.com,Reference & Learning,1,449
2026-03-25,00:12:31,terminal,Software Development,2,494
2026-03-25,00:20:45,VS Code,Software Development,2,1248
2026-03-25,00:41:34,VS Code,Software Development,2,787
2026-03-25,00:54:41,terminal,Software Development,2,588
2026-03-25,01:04:29,VS Code,Software Development,2,1178
2026-03-25,01:24:08,VS Code,Software Development,2,1367
2026-03-25,01:46:56,VS Code,Software Development,2,1241
2026-03-25,02:07:37,VS Code,Software Development,2,809
2026-03-25,02:21:06,terminal,Software Development,2,919
2026-03-25,02:36:26,VS Code,Software Development,2,499
2026-03-25,02:44:45,VS Code,Software Development,2,1241
2026-03-25,03:05:26,VS Code,Software Development,2,1479
2026-03-25,03:30:05,VS Code,Software Development,2,846
2026-03-25,03:44:12,github.com,Software Development,2,585
2026-03-25,03:53:57,VS Code,Software Development,2,1356
2026-03-25,04:16:34,VS Code,Software Development,2,851
2026-03-25,04:30:45,VS Code,Software Development,2,891
2026-03-25,04:45:37,VS Code,Software Development,2,1181
2026-03-25,05:05:18,VS Code,Software Development,2,339
2026-03-25,05:10:58,VS Code,Software Development,2,1214
2026-03-25,05:31:12,VS Code,Software Development,2,1333
2026-03-25,05:53:25,VS Code,Software Development,2,1245
2026-03-25,06:14:10,VS Code,Software Development,2,826
2026-03-25,06:27:57,VS Code,Software Development,2,649
2026-03-25,06:38:47,github.com,Software Development,2,1272
2026-03-25,06:59:59,VS Code,Software Development,2,886
2026-03-25,07:14:46,terminal,Software Development,2,1379
2026-03-25,07:37:45,VS Code,Software Development,2,605
2026-03-25,07:47:50,VS Code,Software Development,2,964
2026-03-25,08:03:54,terminal,Software Development,2,1254
2026-03-25,08:24:49,youtube.com,Entertainment,-2,293
2026-03-25,08:29:43,docs.google.com,Reference & Learning,1,225
2026-03-25,08:33:28,slack.com,Communication,0,149
2026-03-25,08:35:58,slack.com,Communication,0,132
2026-03-25,08:38:11,mail.google.com,Communication,0,126
2026-03-25,08:40:17,VS Code,Software Development,2,73
2026-03-25,08:41:31,VS Code,Software Development,2,83
2026-03-25,08:42:55,twitter.com,Social Media,-2,323
2026-03-25,08:48:19,stackoverflow.com,Reference & Learning,1,134
2026-03-25,08:50:33,mail.google.com,Communication,0,155
2026-03-25,08:53:08,stackoverflow.com,Reference & Learning,1,176
2026-03-25,08:56:04,terminal,Software Development,2,172
2026-03-25,08:58:56,slack.com,Communication,0,188
2026-03-25,09:02:05,github.com,Software Development,2,271
2026-03-25,09:06:37,docs.google.com,Reference & Learning,1,186
2026-03-25,09:09:43,terminal,Software Development,2,124
2026-03-25,09:11:48,docs.google.com,Reference & Learning,1,127
2026-03-25,09:13:56,mail.google.com,Communication,0,69
2026-03-25,09:15:06,stackoverflow.com,Reference & Learning,1,256
2026-03-25,09:19:23,terminal,Software Development,2,317
2026-03-25,09:24:41,VS Code,Software Development,2,1249
2026-03-25,09:45:30,VS Code,Software Development,2,1159
2026-03-25,10:04:49,VS Code,Software Development,2,1365
2026-03-25,10:27:34,terminal,Software Development,2,1030
2026-03-25,10:44:45,VS Code,Software Development,2,1142
2026-03-25,11:03:47,VS Code,Software Development,2,631
2026-03-25,11:14:18,VS Code,Software Development,2,1324
2026-03-25,11:36:22,VS Code,Software Development,2,716
2026-03-25,11:48:18,VS Code,Software Development,2,1025
2026-03-25,12:05:24,VS Code,Software Development,2,1041
2026-03-25,12:22:45,twitter.com,Social Media,-2,1497
2026-03-25,12:47:42,github.com,Software Development,2,1160
2026-03-25,13:07:02,VS Code,Software Development,2,1252
2026-03-25,13:27:55,terminal,Software Development,2,1002
2026-03-25,13:44:37,VS Code,Software Development,2,1034
2026-03-25,14:01:51,VS Code,Software Development,2,761
2026-03-25,14:14:33,VS Code,Software Development,2,980
2026-03-25,14:30:53,github.com,Software Development,2,346
2026-03-25,14:36:40,VS Code,Software Development,2,690
2026-03-25,14:48:10,VS Code,Software Development,2,858
2026-03-25,15:02:29,VS Code,Software Development,2,1165
2026-03-25,15:21:55,terminal,Software Development,2,859
2026-03-25,15:36:14,VS Code,Software Development,2,416
2026-03-25,15:43:11,VS Code,Software Development,2,987
2026-03-25,22:25:19,VS Code,Software Development,2,689
2026-03-25,22:36:48,VS Code,Software Development,2,1065
2026-03-25,22:54:34,VS Code,Software Development,2,485
2026-03-25,23:02:39,terminal,Software Development,2,1073
2026-03-25,23:20:32,VS Code,Software Development,2,1074
2026-03-25,23:38:27,VS Code,Software Development,2,1038
2026-03-26,11:37:58,github.com,Software Development,2,827
2026-03-26,11:51:46,VS Code,Software Development,2,1384
2026-03-26,12:14:51,VS Code,Software Development,2,498
2026-03-26,12:23:09,VS Code,Software Development,2,609
2026-03-26,12:33:19,youtube.com,Entertainment,-2,348
2026-03-26,12:39:07,VS Code,Software Development,2,1415
2026-03-26,13:02:43,youtube.com,Entertainment,-2,124
2026-03-26,13:04:47,stackoverflow.com,Reference & Learning,1,181
2026-03-26,13:07:48,docs.google.com,Reference & Learning,1,85
2026-03-26,13:09:14,youtube.com,Entertainment,-2,128
2026-03-26,13:11:22,mail.google.com,Communication,0,126
2026-03-26,13:13:29,terminal,Software Development,2,116
2026-03-26,13:15:25,VS Code,Software Development,2,209
2026-03-26,13:18:55,terminal,Software Development,2,90
2026-03-26,13:20:25,VS Code,Software Development,2,134
2026-03-26,13:22:40,stackoverflow.com,Reference & Learning,1,265
2026-03-26,13:27:05,youtube.com,Entertainment,-2,95
2026-03-26,13:28:40,twitter.com,Social Media,-2,225
2026-03-26,13:32:26,github.com,Software Development,2,78
2026-03-26,13:33:44,youtube.com,Entertainment,-2,168
2026-03-26,13:36:33,slack.com,Communication,0,155
2026-03-26,13:39:08,github.com,Software Development,2,304
2026-03-26,13:44:13,twitter.com,Social Media,-2,93
2026-03-26,13:45:46,docs.google.com,Reference & Learning,1,235
2026-03-26,13:49:42,github.com,Software Development,2,204
2026-03-26,13:53:06,docs.google.com,Reference & Learning,1,220
2026-03-26,13:56:47,docs.google.com,Reference & Learning,1,148
2026-03-26,13:59:15,terminal,Software Development,2,92
2026-03-26,14:00:48,slack.com,Communication,0,157
2026-03-26,14:03:25,twitter.com,Social Media,-2,111
2026-03-26,14:05:16,github.com,Software Development,2,270
2026-03-26,14:09:47,slack.com,Communication,0,166
2026-03-26,14:12:33,github.com,Software Development,2,249
2026-03-26,14:16:43,twitter.com,Social Media,-2,299
2026-03-26,14:21:43,docs.google.com,Reference & Learning,1,164
2026-03-26,14:24:28,docs.google.com,Reference & Learning,1,106
2026-03-26,14:26:14,mail.google.com,Communication,0,316
2026-03-26,14:31:31,mail.google.com,Communication,0,295
2026-03-26,14:36:26,github.com,Software Development,2,37
2026-03-26,14:37:04,slack.com,Communication,0,286
2026-03-26,14:41:51,docs.google.com,Reference & Learning,1,208
2026-03-26,14:45:19,slack.com,Communication,0,248
2026-03-26,14:49:28,terminal,Software Development,2,85
2026-03-26,14:50:53,mail.google.com,Communication,0,196
2026-03-26,14:54:09,slack.com,Communication,0,67
2026-03-26,14:55:17,VS Code,Software Development,2,306
2026-03-26,15:00:23,github.com,Software Development,2,168
2026-03-26,15:03:12,github.com,Software Development,2,99
2026-03-26,15:04:51,github.com,Software Development,2,111
2026-03-26,15:06:43,stackoverflow.com,Reference & Learning,1,182
2026-03-26,15:09:45,twitter.com,Social Media,-2,215
2026-03-26,15:13:21,docs.google.com,Reference & Learning,1,65
2026-03-26,15:14:26,mail.google.com,Communication,0,175
2026-03-26,15:17:22,stackoverflow.com,Reference & Learning,1,212
2026-03-26,15:20:54,VS Code,Software Development,2,1441
2026-03-26,15:44:56,terminal,Software Development,2,1214
2026-03-26,16:05:10,VS Code,Software Development,2,1301
2026-03-26,16:26:52,VS Code,Software Development,2,804
2026-03-26,16:40:16,VS Code,Software Development,2,862
2026-03-26,16:54:39,VS Code,Software Development,2,760
2026-03-26,17:07:19,VS Code,Software Development,2,1456
2026-03-26,17:31:36,github.com,Software Development,2,1445
2026-03-26,17:55:41,terminal,Software Development,2,327
2026-03-26,18:01:08,stackoverflow.com,Reference & Learning,1,1130
2026-03-26,18:19:59,mail.google.com,Communication,0,424
2026-03-26,18:27:04,terminal,Software Development,2,578
